t,x
0.0,0.1590142459033698
0.02000000000000001,-0.030067555424609965
0.04000000000000003,0.20993913691956634
0.060000000000000046,0.47954056757507135
0.08000000000000006,-0.03788048160810494
0.10000000000000007,-0.025462372660325507
0.12000000000000009,0.5335670868866107
0.1400000000000001,0.30758919359695674
0.16000000000000011,-0.04349009480824231
0.18000000000000013,0.28244513405001026
0.20000000000000015,0.0051873676265074276
0.22000000000000017,0.03110343522438963
0.24000000000000019,0.2719407807193093
0.2600000000000002,-0.34435610371173464
0.2800000000000002,-0.25602183527386485
0.3000000000000002,0.1259204587232116
0.32000000000000023,0.024987483956358914
0.34000000000000025,0.4581354012890654
0.36000000000000026,0.1269554112024573
0.3800000000000003,0.011296186625321614
0.4000000000000003,0.9100386379678036
0.4200000000000003,0.43727226165493166
0.44000000000000034,0.5587682812778251
0.46000000000000035,0.14294510321175674
0.48000000000000037,0.436762228132088
0.5000000000000003,0.6603945122158904
0.5200000000000004,0.305686191593453
0.5400000000000004,0.7839024167977134
0.5600000000000004,0.5071102543792748
0.5800000000000004,0.611419791651691
0.6000000000000004,0.525251679638914
0.6200000000000004,1.2632735590644781
0.6400000000000005,0.7002363542698228
0.6600000000000005,0.3785156546929686
0.6800000000000005,0.9290612768362558
0.7000000000000005,0.2976071132555953
0.7200000000000005,0.7034212868500934
0.7400000000000005,0.025410597160916648
0.7600000000000006,0.18340396275017862
0.7800000000000006,0.6058408970039337
0.8000000000000006,0.7300023443083264
0.8200000000000006,0.5186829055568111
0.8400000000000006,0.3888687733445304
0.8600000000000007,0.28732193921501714
0.8800000000000007,-0.11373552292782385
0.9000000000000007,0.06435129976483248
0.9200000000000007,0.0911068977678896
0.9400000000000007,0.49409497246540973
0.9600000000000007,0.2264898479431215
0.9800000000000008,-0.4601829284159539
1.0000000000000007,0.11023064654030457
1.0199999999999985,-0.15922795450556093
1.0399999999999963,-0.30440845817167855
1.059999999999994,0.023702224270291117
1.0799999999999919,0.09029793597512739
1.0999999999999897,0.000598802546020405
1.1199999999999875,-0.5907078407677546
1.1399999999999852,-0.4919572387388179
1.159999999999983,-0.35979243182114673
1.1799999999999808,-0.2257487686944326
1.1999999999999786,-0.7200994896841793
1.2199999999999764,-0.6879990262085787
1.2399999999999742,-1.017401108519498
1.259999999999972,-1.093950670691256
1.2799999999999698,-0.5363970809316374
1.2999999999999676,-0.4129012951930556
1.3199999999999654,-0.8746553246219593
1.3399999999999632,-0.5781291602216474
1.359999999999961,-0.789035121556332
1.3799999999999588,-1.101137036155675
1.3999999999999566,-0.8007682319751398
1.4199999999999544,-0.4408999515454262
1.4399999999999522,-0.8980042432543418
1.45999999999995,-0.3951492764229334
1.4799999999999478,-1.6208092095414972
1.4999999999999456,-0.5525807220294844
1.5199999999999434,-0.7321835013341947
1.5399999999999412,-0.8030222322686625
1.559999999999939,-0.6376756985143653
1.5799999999999368,-1.2111553417246863
1.5999999999999346,-0.6291209823826359
1.6199999999999324,-0.40383611159045124
1.6399999999999302,-0.01542641348052659
1.659999999999928,-0.5627301872481387
1.6799999999999258,-0.599339507802007
1.6999999999999236,-0.45831856454918996
1.7199999999999214,0.014078529135248541
1.7399999999999192,-0.11664568326026732
1.759999999999917,-0.33107990876706683
1.7799999999999148,0.0226655934381908
1.7999999999999126,-0.06373151025330283
1.8199999999999104,0.23375298254561644
1.8399999999999082,-0.23393491048025727
1.859999999999906,-0.09061944732263115
1.8799999999999037,-0.08149592066031983
1.8999999999999015,-0.37700815074659233
1.9199999999998993,0.17424744763674105
1.9399999999998971,0.18455964042840184
1.959999999999895,0.1260954024257893
1.9799999999998927,0.07001877132285377
1.9999999999998905,-0.27082983715018816
2.0199999999998886,0.03857441427354308
2.0399999999998863,0.07059764571715224
2.059999999999884,-0.060902270412404924
2.079999999999882,0.1355671205916102
2.0999999999998797,0.3072316559356838
2.1199999999998775,0.7519263143639485
2.1399999999998753,0.236597429252248
2.159999999999873,0.25786020002148713
2.179999999999871,0.15297626388891927
2.1999999999998687,-0.40712839772440634
2.2199999999998665,0.15236021178677198
2.2399999999998643,0.1689592607496056
2.259999999999862,0.8793533695369536
2.27999999999986,0.07123132451388062
2.2999999999998577,0.2071870105450711
2.3199999999998555,0.09347421507939357
2.3399999999998533,-0.26001090855545594
2.359999999999851,0.41984192835414835
2.379999999999849,0.2888327108854492
2.3999999999998467,0.2868313055052487
2.4199999999998445,-0.23686005551938688
2.4399999999998423,0.44354663341046313
2.45999999999984,-0.41062755436004944
2.479999999999838,0.17381813953712058
2.4999999999998357,0.6434878959415611
2.5199999999998335,-0.32132328852519343
2.5399999999998313,-0.20353419522515956
2.559999999999829,-0.012070773922769607
2.579999999999827,-0.2000443168865751
2.5999999999998247,-0.5198314434079794
2.6199999999998225,-0.03817736479372952
2.6399999999998203,-0.379928962958846
2.659999999999818,0.08006832765096948
2.679999999999816,-0.33679837418558667
2.6999999999998137,0.4069388001554859
2.7199999999998115,-0.28812391353268463
2.7399999999998093,-0.14284500680125195
2.759999999999807,0.20683237997748571
2.779999999999805,-0.3953505949596589
2.7999999999998026,0.05544180489095196
2.8199999999998004,0.39483179462650736
2.8399999999997982,-0.46186421021264107
2.859999999999796,0.09567588357039003
2.879999999999794,0.14036455781463636
2.8999999999997916,0.3212539092045268
2.9199999999997894,-0.25790601268899827
2.9399999999997872,-0.25436388987813996
2.959999999999785,0.329011208226811
2.979999999999783,0.2941616657789298
2.9999999999997806,0.314730109591712
3.0199999999997784,0.37977985605546394
3.039999999999776,0.10968405094031844
3.059999999999774,0.4225939866407635
3.079999999999772,0.4811996306629319
3.0999999999997696,0.22016957186607036
3.1199999999997674,1.0358902808713102
3.139999999999765,0.660066803099159
3.159999999999763,0.20189111461637388
3.179999999999761,0.7966912072384608
3.1999999999997586,0.34625940938180183
3.2199999999997564,0.9115985977817318
3.239999999999754,1.057078167055737
3.259999999999752,0.49387662243233044
3.27999999999975,1.0555872216089366
3.2999999999997476,0.9122140487911723
3.3199999999997454,1.0515915211521372
3.339999999999743,1.3849724484469719
3.359999999999741,0.7473526785094275
3.3799999999997388,0.593806549474119
3.3999999999997366,0.5459576942977369
3.4199999999997344,0.5550331886209285
3.439999999999732,0.7579821697632984
3.45999999999973,0.8595787872409714
3.4799999999997278,0.8116504439770492
3.4999999999997256,0.9440671884930771
3.5199999999997234,0.6635445252753248
3.539999999999721,1.0565086929289373
3.559999999999719,0.4995209230369135
3.5799999999997167,1.351658479898918
3.5999999999997145,0.6787224863743794
3.6199999999997123,0.1884596507560093
3.63999999999971,0.07847604152653237
3.659999999999708,0.49849360247367225
3.6799999999997057,0.24085103773684546
3.6999999999997035,0.4765613124718683
3.7199999999997013,0.35929140841890694
3.739999999999699,0.15103041383361193
3.759999999999697,-0.12492251674677188
3.7799999999996947,-0.36837467863989376
3.7999999999996925,-0.09015481287227958
3.8199999999996903,0.259210104771106
3.839999999999688,0.025785505368926265
3.859999999999686,-0.4521192587978814
3.8799999999996837,-0.06561718133522548
3.8999999999996815,-0.04036050854816091
3.9199999999996793,-0.45869032094682827
3.939999999999677,-0.18415668538565574
3.959999999999675,-0.24867258774651635
3.9799999999996727,-0.6439467382214484
3.9999999999996705,-0.22762115096828806
4.019999999999677,-0.19950840534707112
4.039999999999684,-0.07438475368951852
4.0599999999996905,-0.11335401310715798
4.079999999999697,-0.8714811806595282
4.099999999999704,-0.7665458560250256
4.119999999999711,-0.3558707828478507
4.139999999999717,-0.3794231002537046
4.159999999999724,-0.4000483058092592
4.179999999999731,0.5825867927246495
4.199999999999737,-0.41815686771036165
4.219999999999744,-0.2623433897586866
4.239999999999751,-0.3277031413778687
4.259999999999757,-0.4266150672960982
4.279999999999764,-0.7219539286216904
4.299999999999771,-0.40224881027391035
4.319999999999777,-0.8616343986469286
4.339999999999784,-0.6980566973060752
4.359999999999791,-0.7673568116375266
4.379999999999797,-0.5896055728203474
4.399999999999804,0.08992401984662901
4.419999999999811,-1.15307237605807
4.439999999999817,-0.3737949820857652
4.459999999999824,-1.0488896670686028
4.479999999999831,-0.6909457756926867
4.4999999999998375,-0.20613091431789915
4.519999999999844,-0.49640579400683943
4.539999999999851,-0.821567708293782
4.5599999999998575,-0.6953155834525288
4.579999999999864,-0.2594811588342907
4.599999999999871,-0.6654754355134292
4.6199999999998775,-0.3649965241746434
4.639999999999884,-0.4005704113447028
4.659999999999891,-0.5949250668910036
4.679999999999898,0.2575037620925515
4.699999999999904,-0.1828868651479509
4.719999999999911,-0.9692353926409254
4.739999999999918,-0.29571348233473604
4.759999999999924,-0.5415326912756712
4.779999999999931,-0.08004945739422842
4.799999999999938,-0.5677839276424179
4.819999999999944,-0.3601767777417336
4.839999999999951,-0.17146716866609746
4.859999999999958,-0.061908808399216586
4.879999999999964,-0.681832088308123
4.899999999999971,-0.42359496060108914
4.919999999999978,-0.46856800627596307
4.939999999999984,-0.526193456729098
4.959999999999991,0.19414121449802713
4.979999999999998,-0.22039856438496158
5.000000000000004,-0.7275497221793165
5.020000000000011,-0.0821952402499429
5.040000000000018,0.2700724867579571
5.0600000000000245,-0.06646959675344083
5.080000000000031,-0.8421224383440351
5.100000000000038,-0.5419956669550297
5.1200000000000445,-0.027214110007926007
5.140000000000051,-0.6301278647848533
5.160000000000058,-0.29502258747370563
5.1800000000000646,-0.20574208484740816
5.200000000000071,-0.7256168547194113
5.220000000000078,-0.4740618246501628
5.240000000000085,-1.4363344751774891
5.260000000000091,-0.7779320216301313
5.280000000000098,-0.5517948333443295
5.300000000000105,-0.8543614916302751
5.320000000000111,0.007242033932719882
5.340000000000118,-0.9123055086861909
5.360000000000125,-0.6142762441655061
5.380000000000131,-0.4401680388924121
5.400000000000138,-0.042191681237270906
5.420000000000145,-0.898520043824111
5.440000000000151,-0.10997163639582314
5.460000000000158,-0.44496756262794085
5.480000000000165,-0.7295668284621861
5.500000000000171,-0.28153772531852944
